name,slug,norm_key,agency_name,aav_aa
Jamari Thrash,jamari-thrash,jamari thrash,Milk & Honey Sports,1086352
Jacob Phillips,jacob-phillips,jacob phillips,Rosenhaus Sports Representation,1086079
Chau Smith-Wade,chau-smith-wade,chau smithwade,The Team,1085996
Cody Lindenberg,cody-lindenberg,cody lindenberg,IFA (The Institute for Athletes),1085292
Jake Camarda,jake-camarda,jake camarda,SportStars,1085080
Kitan Crawford,kitan-crawford,kitan crawford,The Familie,1084473
Carson Bruener,carson-bruener,carson bruener,Excel Sports Management,1084235
Brashard Smith,brashard-smith,brashard smith,Young Money APAA Sports,1083369
Donte Kent,donte-kent,donte kent,KMM Sports,1083363
Spencer Burford,spencer-burford,spencer burford,United Sports Group,1083014
Dan Jackson,dan-jackson,dan jackson,SportStars,1082906
Quinn Ewers,quinn-ewers,quinn ewers,Rubicon Talent,1082894
Hunter Wohler,hunter-wohler,hunter wohler,JB Sports,1082767
Christian Jones,christian-jones,christian jones,LIFT Sports Management,1082614
Matt Peart,matt-peart,matt peart,LIFT Sports Management,1082391
Kyle Monangai,kyle-monangai,kyle monangai,Neil S Schwartz Associates Inc,1082035
Joshua Williams,joshua-williams,joshua williams,AIM Sports & Entertainment LLC,1081565
Mason Richman,mason-richman,mason richman,One West Sports Group,1081481
Hunter Nourzad,hunter-nourzad,hunter nourzad,SportStars,1080458
Jacob Monk,jacob-monk,jacob monk,AMDG Sports,1080404
Mason Rudolph,mason-rudolph,mason rudolph,Younger & Associates,1080000
Adrian Colbert,adrian-colbert,adrian colbert,Rosenhaus Sports Representation,1080000
Craig Reynolds,craig-reynolds,craig reynolds,"MRM Sports and Entertainment, LLC",1080000
Ty Summers,ty-summers,ty summers,LIFT Sports Management,1080000
Justin Jackson,justin-jackson,justin jackson,Priority Sports & Entertainment,1080000
Nate Brooks,nate-brooks,nate brooks,Authentic Athletix,1080000
Miles Boykin,miles-boykin,miles boykin,Apex Sports Group,1080000
Jackson Barton,jackson-barton,jackson barton,Octagon,1080000
Lequint Allen,lequint-allen,lequint allen,WIN Sports Group,1079689
Cordell Volson,cordell-volson,cordell volson,One West Sports Group,1079221
Phil Mafah,phil-mafah,phil mafah,Priority Sports & Entertainment,1077883
Rasheen Ali,rasheen-ali,rasheen ali,Goal Line Football,1077467
Konata Mumpfield,konata-mumpfield,konata mumpfield,Priority Sports & Entertainment,1077134
Bailey Zappe,bailey-zappe,bailey zappe,Klutch Sports Group,1076768
Dominic Lovett,dominic-lovett,dominic lovett,Universal Sports & Entertainment Management,1076693
Jacory Croskey-Merritt,jacory-croskey-merritt,jacory croskeymerritt,Premier Athlete Agency,1076357
Connor Colby,connor-colby,connor colby,JB Sports,1075418
Trikweze Bridges,trikweze-bridges,trikweze bridges,International Sports Agency,1075418
Julian Ashby,julian-ashby,julian ashby,United Athlete Sports,1075418
Michael Carter,michael-carter,michael carter,The Sports & Entertainment Group,1071842
Darren Hall,darren-hall,darren hall,Ace PR,1071187
Trevor Keegan,trevor-keegan,trevor keegan,1 of 1 Agency,1068569
Bub Means,bub-means,bub means,1 of 1 Agency,1068569
Caelen Carson,caelen-carson,caelen carson,Athletes First,1068569
Kitan Oladapo,kitan-oladapo,kitan oladapo,Next Page Sports,1068569
Qwan'Tez Stiggers,qwantez-stiggers,qwantez stiggers,NZONE Sports Management,1068569
Javon Solomon,javon-solomon,javon solomon,SportStars,1068569
Deven Thompkins,deven-thompkins,deven thompkins,Shark Sports Management,1067500
Derrick Barnes,derrick-barnes,derrick barnes,SportStars,1065301
Walter Rouse,walter-rouse,walter rouse,Independent Sports & Entertainment,1061648
Logan Lee,logan-lee,logan lee,VaynerSports,1060018
Bobby Brown Iii,bobby-brown-iii,bobby brown,United Sports Group,1059133
Chris Rumph Ii,chris-rumph-ii,chris rumph,WIN Sports Group,1058386
Darius Muasau,darius-muasau,darius muasau,Equity Sports,1055228
Darrynton Evans,darrynton-evans,darrynton evans,Priority Sports & Entertainment,1055000
Ben Vansumeren,ben-vansumeren,ben vansumeren,IHC Sports,1055000
Isaiah Rodgers,isaiah-rodgers,isaiah rodgers,EMG Sports,1055000
Johnny Wilson,johnny-wilson,johnny wilson,Joseph Keels,1054252
Casey Washington,casey-washington,casey washington,Exclusive Sports Group,1053399
Jamal Hill,jamal-hill,jamal hill,Muck Sports,1052348
Mekhi Wingo,mekhi-wingo,mekhi wingo,Priority Sports & Entertainment,1051700
Brevin Jordan,brevin-jordan,brevin jordan,The Team,1050000
Khristian Boyd,khristian-boyd,khristian boyd,One West Sports Group,1049707
Darius Rush,darius-rush,darius rush,SportsTrust Advisors,1049415
Chuba Hubbard,chuba-hubbard,chuba hubbard,Athletes First,1048294
Clayton Tune,clayton-tune,clayton tune,Athletes First,1047656
Nick Gargiulo,nick-gargiulo,nick gargiulo,Generation Sports Group,1046500
Michael Jerrell,michael-jerrell,michael jerrell,Plan B Sports Management LLC,1045015
Dan Moore Jr.,dan-moore-jr,dan moore,CAA,1044476
Cameron Mitchell,cameron-mitchell,cameron mitchell,Athletes First,1044308
Atonio Mafi,atonio-mafi,atonio mafi,Aura Sports Group,1043885
Dylan Laube,dylan-laube,dylan laube,1 of 1 Agency,1043798
Mike Morris,mike-morris,mike morris,VaynerSports,1043019
Tanner Conner,tanner-conner,tanner conner,Steinberg Sports & Entertainment,1042500
Jordan Howden,jordan-howden,jordan howden,Leverage Football,1041682
Josh Whyle,josh-whyle,josh whyle,Ace PR,1041343
Tylan Wallace,tylan-wallace,tylan wallace,Everett Sports Marketing (ESM),1041341
Chig Okonkwo,chig-okonkwo,chig okonkwo,LIFT Sports Management,1041085
Calvin Austin Iii,calvin-austin-iii,calvin austin,United Sports Group,1041085
Decobie Durant,decobie-durant,decobie durant,First Round Management,1041085
Zach Tom,zach-tom,zach tom,Sports Law and Management (SLAM),1041085
Damarion Williams,damarion-williams,damarion williams,SportsTrust Advisors,1041085
Colby Sorsdal,colby-sorsdal,colby sorsdal,IHC Sports,1040021
Beaux Limmer,beaux-limmer,beaux limmer,Kutak Rock LLP,1039597
Elijah Klein,elijah-klein,elijah klein,IHC Sports,1039597
Cam Little,cam-little,cam little,SportStars,1039597
Christian Mahogany,christian-mahogany,christian mahogany,Rosenhaus Sports Representation,1039597
Sirvocea Dennis,sirvocea-dennis,sirvocea dennis,Prolifiq Sports Group,1039331
Olusegun Oluwatimi,olusegun-oluwatimi,olusegun oluwatimi,1 of 1 Agency,1039114
Darrell Luter Jr.,darrell-luter-jr,darrell luter,SportStars,1038378
Jordan Mcfadden,jordan-mcfadden,jordan mcfadden,1 of 1 Agency,1038035
Daniel Scott,daniel-scott,daniel scott,Excel Sports Management,1036959
Dontayvion Wicks,dontayvion-wicks,dontayvion wicks,VaynerSports,1035637
Antonio Johnson,antonio-johnson,antonio johnson,Alliance Sports,1035458
Javontae Jean-Baptiste,javontae-jean-baptiste,javontae jeanbaptiste,Milk & Honey Sports,1035297
Austin Deculus,austin-deculus,austin deculus,Klutch Sports Group,1035000
Rashad Weaver,rashad-weaver,rashad weaver,VaynerSports,1034916
Nick Hampton,nick-hampton,nick hampton,Priority Sports & Entertainment,1034776
Myles Harden,myles-harden,myles harden,LIFT Sports Management,1032583
Michael Jurgens,michael-jurgens,michael jurgens,Exclusive Sports Group,1032185
Chase Brown,chase-brown,chase brown,Aura Sports Group,1031539
Levi Drake Rodriguez,levi-drake-rodriguez,levi drake rodriguez,Goal Line Football,1031497
Nate Thomas,nate-thomas,nate thomas,Innovation Sports Management,1031493
Jonah Laulu,jonah-laulu,jonah laulu,Exclusive Sports Group,1031130
Devaughn Vele,devaughn-vele,devaughn vele,Red Envelope Sports,1031120
Matt Lee,matt-lee,matt lee,Rosenhaus Sports Representation,1030438
Tyler Goodson,tyler-goodson,tyler goodson,Goal Line Football,1030000
Jerrick Reed Ii,jerrick-reed-ii,jerrick reed,AthElite Agency,1030000
Austin Trammell,austin-trammell,austin trammell,3XL Sports Management,1030000
Yodny Cajuste,yodny-cajuste,yodny cajuste,"Black Label Sports Group, LLC",1030000
Mike Caliendo,mike-caliendo,mike caliendo,3XL Sports Management,1030000
Thomas Booker,thomas-booker,thomas booker,WIN Sports Group,1030000
Ja'Quan Mcmillian,jaquan-mcmillian,jaquan mcmillian,Day 1 Sports & Entertainment,1030000
Yasir Durant,yasir-durant,yasir durant,The Familie,1030000
Tommy Devito,tommy-devito,tommy devito,SES Sports,1030000
Thomas Incoom,thomas-incoom,thomas incoom,SportsTrust Advisors,1030000
Lucas Krull,lucas-krull,lucas krull,"MRM Sports and Entertainment, LLC",1030000
Tucker Fisk,tucker-fisk,tucker fisk,Baker Sports Management,1030000
Emanuel Wilson,emanuel-wilson,emanuel wilson,"US Sports, Inc",1030000
Malik Davis,malik-davis,malik davis,Endurance Sports Management,1030000
Alex Bachman,alex-bachman,alex bachman,Turner Sports Management,1030000
Alex Austin,alex-austin,alex austin,First Round Management,1030000
Chris Rodriguez Jr.,chris-rodriguez-jr,chris rodriguez,Priority Sports & Entertainment,1030000
Segun Olubi,segun-olubi,segun olubi,International Sports Agency,1030000
Robert Beal Jr.,robert-beal-jr,robert beal,Innovation Sports Management,1030000
Ryan Mccollum,ryan-mccollum,ryan mccollum,Apex Sports Group,1030000
Juanyeh Thomas,juanyeh-thomas,juanyeh thomas,Gate City Athletics,1030000
Blake Whiteheart,blake-whiteheart,blake whiteheart,LIFT Sports Management,1030000
Ty Okada,ty-okada,ty okada,United Athlete Sports,1030000
Brady Russell,brady-russell,brady russell,United Athlete Sports,1030000
Ben Brown,ben-brown,ben brown,SportsTrust Advisors,1030000
Keir Thomas,keir-thomas,keir thomas,Goal Line Football,1030000
D.j. Montgomery,dj-montgomery,dj montgomery,Aura Sports Group,1030000
Elijah Garcia,elijah-garcia,elijah garcia,Goal Line Football,1030000
Patrick O'Connell,patrick-oconnell,patrick oconnell,Steinberg Sports & Entertainment,1030000
Jalen Travis,jalen-travis,jalen travis,Equity Sports,1029318
Terell Smith,terell-smith,terell smith,VaynerSports,1028971
Cameron Thomas,cameron-thomas,cameron thomas,Equity Sports,1028867
James Williams,james-williams,james williams,Goal Line Football,1027373
Devin Culp,devin-culp,devin culp,The Familie,1026546
Tahj Washington,tahj-washington,tahj washington,United Sports Group,1026109
Sanoussi Kane,sanoussi-kane,sanoussi kane,LIFT Sports Management,1025733
Jaylen Harrell,jaylen-harrell,jaylen harrell,Priority Sports & Entertainment,1025184
Kt Leveston,kt-leveston,kt leveston,VaynerSports,1025184
Saahdiq Charles,saahdiq-charles,saahdiq charles,AthElite Agency,1023593
Nikola Kalinic,nikola-kalinic,nikola kalinic,Elite Sports Agency,1022500
Warren Mcclendon,warren-mcclendon,warren mcclendon,Apex Sports Group,1021244
Asim Richards,asim-richards,asim richards,SportStars,1021244
Davis Allen,davis-allen,davis allen,MGC Sports,1021244
Payne Durham,payne-durham,payne durham,Exclusive Sports Group,1021244
Zion Logue,zion-logue,zion logue,Universal Sports & Entertainment Management,1019500
Maema Njongmeta,maema-njongmeta,maema njongmeta,Longsnap,1017500
Audric Estime,audric-estime,audric estime,Klutch Sports Group,1017500
Cody Schrader,cody-schrader,cody schrader,The Sports & Entertainment Group,1017500
Ali Gaye,ali-gaye,ali gaye,Excel Sports Management,1017500
Kendell Brooks,kendell-brooks,kendell brooks,"Ascension Enterprises, Inc",1017500
Karl Brooks,karl-brooks,karl brooks,Rich Sports Management,1013007
Kei'Trel Clark,keitrel-clark,keitrel clark,Universal Sports & Entertainment Management,1012153
D.j. Wonnum,dj-wonnum,dj wonnum,Universal Sports & Entertainment Management,1011445
Josh Hayes,josh-hayes,josh hayes,SportStars,1011093
Mykal Walker,mykal-walker,mykal walker,Athlete Relations,1010270
Keith Kirkwood,keith-kirkwood,keith kirkwood,Katz Brothers Sports,1010000
Larrell Murchison,larrell-murchison,larrell murchison,National Sports Agency,1010000
Kristian Welch,kristian-welch,kristian welch,JB Sports,1010000
John Wolford,john-wolford,john wolford,BTI Sports,1010000
Storm Norton,storm-norton,storm norton,JL Sports Agency,1010000
Zaire Barnes,zaire-barnes,zaire barnes,Exclusive Sports Group,1009055
Jaelyn Duncan,jaelyn-duncan,jaelyn duncan,"CMV Sports, LLC",1007450
Kayshon Boutte,kayshon-boutte,kayshon boutte,Rosenhaus Sports Representation,1006818
Benjamin Chukwuma,benjamin-chukwuma,benjamin chukwuma,The Rosenbach Agency,1006667
Ochaun Mathis,ochaun-mathis,ochaun mathis,United Sports Group,1005616
Sam Howell,sam-howell,sam howell,Everett Sports Marketing (ESM),1005400
Amari Gainer,amari-gainer,amari gainer,Goal Line Football,1005000
Luke Wypler,luke-wypler,luke wypler,Neil S Schwartz Associates Inc,1004993
Trey Palmer,trey-palmer,trey palmer,Colture Sports Agency,1004823
Bryce Baringer,bryce-baringer,bryce baringer,SportStars,1004614
Keondre Coburn,keondre-coburn,keondre coburn,Octagon,1004154
Elijah Higgins,elijah-higgins,elijah higgins,Equity Sports,1003971
Micah Mcfadden,micah-mcfadden,micah mcfadden,LIFT Sports Management,1003927
D.j. Davidson,dj-davidson,dj davidson,SportStars,1003529
Malaesala Aumavae-Laulu,malaesala-aumavae-laulu,malaesala aumavaelaulu,Independent Sports & Entertainment,1003298
Scott Matlock,scott-matlock,scott matlock,Exclusive Sports Group,1003074
Christian Braswell,christian-braswell,christian braswell,Legend Agency,1001898
Khalil Shakir,khalil-shakir,khalil shakir,Equity Sports,1001787
Amari Burney,amari-burney,amari burney,Clarity Sports International,1001279
Jarrick Bernard-Converse,jarrick-bernard-converse,jarrick bernardconverse,AthElite Agency,1001278
Xavier Hutchinson,xavier-hutchinson,xavier hutchinson,Ballengee Group,1000926
Beaux Collins,beaux-collins,beaux collins,CAA,1000333
Josh Fryar,josh-fryar,josh fryar,SportStars,1000000
Andrei Iosivas,andrei-iosivas,andrei iosivas,The Team,999846
Cole Turner,cole-turner,cole turner,Excel Sports Management,999720
Eric Gregory,eric-gregory,eric gregory,Octagon,998333
Johnathan Edwards,johnathan-edwards,johnathan edwards,SportStars,998333
Jake Briningstool,jake-briningstool,jake briningstool,Ace PR,998333
J.j. Roberts,jj-roberts,jj roberts,Rich Sports Management,998333
Willie Lampkin,willie-lampkin,willie lampkin,AMDG Sports,998333
Da'Quan Felton,daquan-felton,daquan felton,The Sports & Entertainment Group,998333
Delarrin Turner-Yell,delarrin-turner-yell,delarrin turneryell,Klutch Sports Group,998264
Tre Hawkins Iii,tre-hawkins-iii,tre hawkins,Rare Talent,997380
Lan Larison,lan-larison,lan larison,Octagon,996667
Shaun Dolac,shaun-dolac,shaun dolac,HOF Player Representatives,996667
Efton Chism,efton-chism,efton chism,Steinberg Sports & Entertainment,996667
Nick Kallerup,nick-kallerup,nick kallerup,3XL Sports Management,996667
Tyler Batty,tyler-batty,tyler batty,Red Envelope Sports,996667
Torricelli Simpkins Iii,torricelli-simpkins-iii,torricelli simpkins,Prolifiq Sports Group,996667
Jerome Ford,jerome-ford,jerome ford,QC Sports,995537
Zyon Mccollum,zyon-mccollum,zyon mccollum,United Sports Group,995433
Eric Johnson,eric-johnson,eric johnson,National Sports Agency,995185
Adin Huntington,adin-huntington,adin huntington,Paul DeRousselle,995000
Drew Moss,drew-moss,drew moss,JL Sports Agency,995000
Alijah Huzzie,alijah-huzzie,alijah huzzie,Divine Sports & Entertainment,995000
Jay Higgins,jay-higgins,jay higgins,JB Sports,995000
Justin Barron,justin-barron,justin barron,Milk & Honey Sports,995000
Esa Pole,esa-pole,esa pole,The Standard,995000
Danny Striggow,danny-striggow,danny striggow,Priority Sports & Entertainment,995000
Johnny Walker Jr.,johnny-walker-jr,johnny walker,Equity Sports,995000
Ben Yurosek,ben-yurosek,ben yurosek,The Team,995000
Xavier Truss,xavier-truss,xavier truss,Vanguard Sports Group,995000
Chaz Chambliss,chaz-chambliss,chaz chambliss,Milk & Honey Sports,995000
Josh Ball,josh-ball,josh ball,Priority Sports & Entertainment,994836
Otito Ogbonnia,otito-ogbonnia,otito ogbonnia,Priority Sports & Entertainment,994720
D'Marco Jackson,dmarco-jackson,dmarco jackson,Priority Sports & Entertainment,994229
John Bullock,john-bullock,john bullock,3 Strand Sports & Entertainment,994167
Troy Dye,troy-dye,troy dye,Capital Sports Advisors,993395
Dee Winters,dee-winters,dee winters,Milk & Honey Sports,993334
Brad Robbins,brad-robbins,brad robbins,ProStar Sports Agency,993334
Dante Stills,dante-stills,dante stills,Goal Line Football,993334
Ameer Speed,ameer-speed,ameer speed,JL Sports Agency,993334
Deuce Vaughn,deuce-vaughn,deuce vaughn,Independent Sports & Entertainment,993334
Jared Ivey,jared-ivey,jared ivey,Independent Sports & Entertainment,993333
Nazir Stackhouse,nazir-stackhouse,nazir stackhouse,JL Sports Agency,993333
Elijah Ponder,elijah-ponder,elijah ponder,Steinberg Sports & Entertainment,993333
Brandon George,brandon-george,brandon george,JL Sports Agency,993333
Brock Lampe,brock-lampe,brock lampe,The Gridiron Crew,993333
Josh Williams,josh-williams,josh williams,Play Makers Sports Agency Strategic Representation for NFL Athletes,993333
Justin Osborne,justin-osborne,justin osborne,LA Sports Group,993333
Bam Martin-Scott,bam-martin-scott,bam martinscott,VaynerSports,993333
Nikko Reed,nikko-reed,nikko reed,AJAX Sports Agency,993333
Demario Douglas,demario-douglas,demario douglas,SportStars,993333
Darius Cooper,darius-cooper,darius cooper,3XL Sports Management,993333
Ja'Markis Weston,jamarkis-weston,jamarkis weston,Generation Sports Group,993333
Jalin Conyers,jalin-conyers,jalin conyers,JB Sports,993333
Austin Keys,austin-keys,austin keys,Forever Athlete Management,993333
Nathan Carter,nathan-carter,nathan carter,Legend Agency,993333
Esezi Otomewo,esezi-otomewo,esezi otomewo,LIFT Sports Management,992262
Corey Thornton,corey-thornton,corey thornton,Universal Sports & Entertainment Management,991667
Gus Hartwig,gus-hartwig,gus hartwig,Exclusive Sports Group,991667
Zeke Correll,zeke-correll,zeke correll,Prolifiq Sports Group,991667
Max Brosmer,max-brosmer,max brosmer,1 of 1 Agency,991667
Joe Huber,joe-huber,joe huber,1 of 1 Agency,991667
Donovan Mcmillon,donovan-mcmillon,donovan mcmillon,BC Sports,991667
Malik Verdon,malik-verdon,malik verdon,LIFT Sports Management,991667
Austin Brinkman,austin-brinkman,austin brinkman,United Athlete Sports,991667
Josh Fuga,josh-fuga,josh fuga,OTG Sports,991667
Eugene Asante,eugene-asante,eugene asante,McRae Sports Group,991667
Easton Mascarenas-Arnold,easton-mascarenas-arnold,easton mascarenasarnold,Capital Sports Advisors,991667
Jordan Oladokun,jordan-oladokun,jordan oladokun,Young Money APAA Sports,991667
Ale Kaho,ale-kaho,ale kaho,AFC Sports Worldwide,991667
Gage Larvadain,gage-larvadain,gage larvadain,Maven Sports Group,991667
Daron Bland,daron-bland,daron bland,"Synergy Sports International, LLC",991197
Ben Dooley,ben-dooley,ben dooley,Golden Gate Sports,990333
Jake Bates,jake-bates,jake bates,"MRM Sports and Entertainment, LLC",990000
Raheim Sanders,raheim-sanders,raheim sanders,Milk & Honey Sports,990000
Kye Robichaux,kye-robichaux,kye robichaux,"MRM Sports and Entertainment, LLC",990000
Dorian Mausi,dorian-mausi,dorian mausi,Premier Talent Sports and Entertainment,990000
Casey Kreiter,casey-kreiter,casey kreiter,"NC Sports, LLC",990000
Braxton Jones,braxton-jones,braxton jones,Octagon,989888
Ty Chandler,ty-chandler,ty chandler,"US Sports, Inc",989710
Brennan Presley,brennan-presley,brennan presley,The Familie,989667
Marlowe Wax,marlowe-wax,marlowe wax,TRI Sport Agency,989333
Zack Kuntz,zack-kuntz,zack kuntz,Equity Sports,989190
B.j. Green,bj-green,bj green,Equity Sports,989167
Teagan Quitoriano,teagan-quitoriano,teagan quitoriano,Dynamic Sports Group,989036
Gareth Warren,gareth-warren,gareth warren,National Sports Agency,989000
T.j. Moore,tj-moore,tj moore,All Pro Sports & Entertainment,988667
Jaylon Jones,jaylon-jones,jaylon jones,Roc Nation,988370
Myles Price,myles-price,myles price,Burke Sports Group,988333
Elijah Williams,elijah-williams,elijah williams,Quintessentially Sports (“QSE”),988333
Reuben Lowery,reuben-lowery,reuben lowery,ASE Representation,988333
Deion Hankins,deion-hankins,deion hankins,Team Musgrove Sports Agency,988333
Cooper Mcdonald,cooper-mcdonald,cooper mcdonald,KMM Sports,988333
Keyon Martin,keyon-martin,keyon martin,McCray Law Firm,988333
Ethan Evans,ethan-evans,ethan evans,International Sports Advisors,987001
Luke Wattenberg,luke-wattenberg,luke wattenberg,VaynerSports,986930
Demarcco Hellams,demarcco-hellams,demarcco hellams,SportStars,986575
Jovaughn Gwyn,jovaughn-gwyn,jovaughn gwyn,Generation Sports Group,986457
Cooper Hodges,cooper-hodges,cooper hodges,Clarity Sports International,986372
Samuel Womack,samuel-womack,samuel womack,JL Sports Agency,985831
Colton Dowell,colton-dowell,colton dowell,Generation Sports Group,985674
Andrew Vorhees,andrew-vorhees,andrew vorhees,Roc Nation,985528
Nick Broeker,nick-broeker,nick broeker,WIN Sports Group,985525
Carrington Valentine,carrington-valentine,carrington valentine,1 of 1 Agency,985176
Carl Davis,carl-davis,carl davis,SportStars,984111
Dominique Robinson,dominique-robinson,dominique robinson,Plan B Sports Management LLC,983289
Kenny Mcintosh,kenny-mcintosh,kenny mcintosh,Rosenhaus Sports Representation,982713
L'Jarius Sneed,ljarius-sneed,ljarius sneed,King Sports & Entertainment,982330
Cory Trice,cory-trice,cory trice,WIN Sports Group,981109
Jordon Riley,jordon-riley,jordon riley,Smart Sports,980942
Anthony Johnson Jr.,anthony-johnson-jr,anthony johnson,Exclusive Sports Group,980941
Jalen Brooks,jalen-brooks,jalen brooks,Generation Sports Group,980590
Isaiah Bolden,isaiah-bolden,isaiah bolden,Young Money APAA Sports,980421
Dj Ivey,dj-ivey,dj ivey,Goal Line Football,980163
Cam Grandy,cam-grandy,cam grandy,NA3 Sports,980000
Moro Ojomo,moro-ojomo,moro ojomo,Priority Sports & Entertainment,979446
Spencer Anderson,spencer-anderson,spencer anderson,Dream Point Sports,979444
Ronnie Bell,ronnie-bell,ronnie bell,The Sports & Entertainment Group,979444
Alex Forsyth,alex-forsyth,alex forsyth,AMDG Sports,979444
Desjuan Johnson,desjuan-johnson,desjuan johnson,Aura Sports Group,979444
Nic Jones,nic-jones,nic jones,JL Sports Agency,979444
John Ridgeway,john-ridgeway,john ridgeway,SportStars,975638
Damone Clark,damone-clark,damone clark,Ace PR,975638
James Mitchell,james-mitchell,james mitchell,Clarity Sports International,975638
Matt Araiza,matt-araiza,matt araiza,JL Sports Agency,969037
Josh Wallace,josh-wallace,josh wallace,SportStars,963333
Nick Zakelj,nick-zakelj,nick zakelj,LIFT Sports Management,962589
Malcolm Rodriguez,malcolm-rodriguez,malcolm rodriguez,The Familie,961980
Amare Barno,amare-barno,amare barno,1 of 1 Agency,961351
Lacale London,lacale-london,lacale london,Goal Line Football,960000
Swayze Bozeman,swayze-bozeman,swayze bozeman,Forever Athlete Management,960000
Elias Neal,elias-neal,elias neal,SES Sports,960000
"Eric Scott, Jr.",eric-scott-jr,eric scott,SportStars,960000
Winston Reid,winston-reid,winston reid,International Sports Agency,960000
Charles Snowden,charles-snowden,charles snowden,SportStars,960000
Jarrett Kingston,jarrett-kingston,jarrett kingston,Steinberg Sports & Entertainment,960000
Austen Pleasants,austen-pleasants,austen pleasants,Aggressive Sports Inc.,960000
Kimani Vidal,kimani-vidal,kimani vidal,JL Sports Agency,960000
Tyrone Wheatley Jr.,tyrone-wheatley-jr,tyrone wheatley,Jordan Thompson,960000
Pj Mustipher,pj-mustipher,pj mustipher,IHC Sports,960000
Deneric Prince,deneric-prince,deneric prince,Legend Agency,960000
Devon Key,devon-key,devon key,MGC Sports,960000
Dondrea Tillman,dondrea-tillman,dondrea tillman,"MRM Sports and Entertainment, LLC",960000
Michael Bandy,michael-bandy,michael bandy,Team Sports Agency,960000
Evan Hull,evan-hull,evan hull,One West Sports Group,960000
Andrew Ogletree,andrew-ogletree,andrew ogletree,Plan B Sports Management LLC,959547
Jordan Jackson,jordan-jackson,jordan jackson,SportStars,959173
Jamaree Salyer,jamaree-salyer,jamaree salyer,Roc Nation,958982
Jamien Sherwood,jamien-sherwood,jamien sherwood,Rosenhaus Sports Representation,958714
Tyler Badie,tyler-badie,tyler badie,Jordan Thompson,958655
Gregory Junior,gregory-junior,gregory junior,United Athlete Sports,958568
Grant Calcaterra,grant-calcaterra,grant calcaterra,OG1 Athletes,958536
Ta'Quon Graham,taquon-graham,taquon graham,Priority Sports & Entertainment,957653
Michael Woods Ii,michael-woods-ii,michael woods,Milk & Honey Sports,957072
Dalton Tucker,dalton-tucker,dalton tucker,3XL Sports Management,956667
Ethan Driskell,ethan-driskell,ethan driskell,SportStars,956667
Evan Mcpherson,evan-mcpherson,evan mcpherson,SportStars,955928
Theo Jackson,theo-jackson,theo jackson,Equity Sports,955869
Matt Henningsen,matt-henningsen,matt henningsen,Range Media Partners,955520
Connor Heyward,connor-heyward,connor heyward,Athletes First,953806
Xavier Weaver,xavier-weaver,xavier weaver,Aura Sports Group,953333
Luke Tenuta,luke-tenuta,luke tenuta,Priority Sports & Entertainment,953171
Frank Crum,frank-crum,frank crum,SportStars,951667
Beau Brade,beau-brade,beau brade,Equity Sports,951667
Isaiahh Loudermilk,isaiahh-loudermilk,isaiahh loudermilk,VaynerSports,950072
Storm Duck,storm-duck,storm duck,The Rosenbach Agency,950000
Braiden Mcgregor,braiden-mcgregor,braiden mcgregor,Excel Sports Management,950000
Brevyn Spann-Ford,brevyn-spann-ford,brevyn spannford,VaynerSports,950000
Noah Gray,noah-gray,noah gray,JB Sports,948444
Jaylen Mccollough,jaylen-mccollough,jaylen mccollough,Agency 1 Athlete Management Group,948333
Frank Gore Jr.,frank-gore-jr,frank gore,First Round Management,948333
Andrew Meyer,andrew-meyer,andrew meyer,Leverage Football,948333
Popo Aumavae,popo-aumavae,popo aumavae,HOF Player Representatives,948333
British Brooks,british-brooks,british brooks,Select 1 Sports,948333
Derion Kendrick,derion-kendrick,derion kendrick,Loyalty Above All,948004
Ko Kieft,ko-kieft,ko kieft,"NC Sports, LLC",948004
Quentin Lake,quentin-lake,quentin lake,Clarity Sports International,948004
Tariq Castro-Fields,tariq-castro-fields,tariq castrofields,1 of 1 Agency,948004
Ja'Sir Taylor,jasir-taylor,jasir taylor,Sports Law and Management (SLAM),948003
Darrick Forrest,darrick-forrest,darrick forrest,Agency 1 Athlete Management Group,947768
Thomas Harper,thomas-harper,thomas harper,Iconic Sports Group,946667
Colson Yankoff,colson-yankoff,colson yankoff,Capital Sports Advisors,946667
Kameron Johnson,kameron-johnson,kameron johnson,"US Sports, Inc",946667
Mason Tipton,mason-tipton,mason tipton,JL Sports Agency,946667
Leonard Taylor Iii,leonard-taylor-iii,leonard taylor,Young Money APAA Sports,946667
Will Putnam,will-putnam,will putnam,Milk & Honey Sports,946667
Dell Pettus,dell-pettus,dell pettus,JL Sports Agency,946333
Omar Speights,omar-speights,omar speights,TRI Sport Agency,946333
David Martin-Robinson,david-martin-robinson,david martinrobinson,HOF Player Representatives,945833
Nate Hobbs,nate-hobbs,nate hobbs,HOF Player Representatives,945763
Christian Roland-Wallace,christian-roland-wallace,christian rolandwallace,Leverage Football,945000
Joe Andreessen,joe-andreessen,joe andreessen,Generation Sports Group,944167
Montaric Brown,montaric-brown,montaric brown,Milk & Honey Sports,943995
Hogan Hatten,hogan-hatten,hogan hatten,United Athlete Sports,943667
Tyler Owens,tyler-owens,tyler owens,Legend Agency,943333
Brandon Codrington,brandon-codrington,brandon codrington,Believe Sports Group,943333
Demontrey Jacobs,demontrey-jacobs,demontrey jacobs,Generation Sports Group,943333
Cameron Goode,cameron-goode,cameron goode,"Ascension Enterprises, Inc",943314
