name,pos_detail,team_full,fa_type,snap_pct,age,prior_apy,prior_gtd,team,pos_group,slug,low,high,midpoint,comp_count,comp_names,method
Mecole Hardman,WR,Bills,UFA,0.4,29.0,1375000.0,0.0,BUF,WR,mecole-hardman,19.8,25.7,22.9,20,"['Christian Watson (age 28, $11.0M)', 'Marquise Brown (age 30, $5.0M)', 'D.K. Metcalf (age 29, $33.0M)', 'A.J. Brown (age 29, $32.0M)']","20 comps at WR, age 26.0-32.0"
Tyjae Spears,RB,Titans,UFA,35.4,26.0,1372651.0,993164.0,TEN,RB,tyjae-spears,6.4,11.2,9.6,9,"['Breece Hall (age 26, $14.3M)', 'James Cook (age 26, $12.0M)', 'Kyren Williams (age 26, $8.0M)', 'Jordan Mason (age 28, $5.2M)']","9 comps at RB, age 23.0-29.0"
YaYa Diaby,EDGE,Buccaneers,UFA,75.0,28.0,1366353.0,974844.0,TB,EDGE,yaya-diaby,8.6,33.8,12.8,20,"['Brian Burns (age 28, $28.2M)', 'Josh Hines-Allen (age 28, $28.2M)', ""K'Lavon Chaisson (age 28, $11.0M)"", 'Will McDonald IV (age 28, $4.1M)']","20 comps at EDGE, age 25.0-31.0"
Mohamoud Diabate,LB,Titans,UFA,28.2,26.0,1363000.0,350000.0,TEN,LB,mohamoud-diabate,4.4,8.3,5.6,7,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","7 comps at LB, age 23.0-29.0"
Riley Moss,CB,Broncos,UFA,96.9,27.0,1361873.0,961812.0,DEN,CB,riley-moss,7.0,24.7,17.3,14,"['Greg Newsome II (age 27, $8.0M)', ""Ja'Quan McMillian (age 27, $5.8M)"", 'Jaylon Johnson (age 28, $19.0M)', 'Patrick Surtain II (age 26, $24.0M)']","14 comps at CB, age 24.0-30.0"
Devon Achane,RB,Dolphins,Void,70.9,26.0,1359363.0,954508.0,MIA,RB,devon-achane,8.0,14.0,12.0,9,"['James Cook (age 26, $12.0M)', 'Kyren Williams (age 26, $8.0M)', 'Breece Hall (age 26, $14.3M)', 'Josh Jacobs (age 28, $12.0M)']","9 comps at RB, age 23.0-29.0"
Daiyan Henley,LB,Chargers,UFA,91.4,28.0,1355107.0,942128.0,LAC,LB,daiyan-henley,8.3,16.8,9.8,12,"['Patrick Queen (age 28, $13.7M)', 'Patrick Queen (age 28, $13.7M)', 'Jordyn Brooks (age 30, $8.8M)', 'Christian Elliss (age 28, $6.8M)']","12 comps at LB, age 25.0-31.0"
Trenton Simpson,LB,Ravens,UFA,35.9,26.0,1351126.0,930548.0,BAL,LB,trenton-simpson,4.4,8.3,5.6,7,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","7 comps at LB, age 23.0-29.0"
Mike Caliendo,LG,Chiefs,UFA,37.9,30.0,1350000.0,650000.0,KC,OL,mike-caliendo,5.0,15.1,10.2,26,"['Jaylon Moore (age 29, $15.0M)', 'Ben Powers (age 31, $13.0M)', 'Jawaan Taylor (age 30, $5.0M)', 'Frank Ragnow (age 30, $14.0M)']","26 comps at OL, age 27.0-33.0"
Trevor Nowaske,LB,Lions,UFA,6.7,29.0,1350000.0,550000.0,DET,LB,trevor-nowaske,5.6,11.2,6.5,12,"['Mack Wilson (age 29, $4.2M)', 'Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Divine Deablo (age 29, $7.0M)']","12 comps at LB, age 26.0-32.0"
Tanner Hudson,TE,Bengals,UFA,13.3,33.0,1350000.0,50000.0,CIN,TE,tanner-hudson,6.4,10.2,8.2,7,"['Evan Engram (age 33, $11.5M)', 'Hunter Henry (age 33, $9.0M)', 'George Kittle (age 33, $19.1M)', 'Dallas Goedert (age 32, $7.0M)']","7 comps at TE, age 30.0-36.0"
Ji'Ayir Brown,S,49ers,UFA,73.8,27.0,1348951.0,924220.0,SF,S,jiayir-brown,5.8,16.0,10.4,9,"['Dane Belton (age 27, $4.0M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","9 comps at S, age 24.0-30.0"
Tank Bigsby,RB,Eagles,UFA,13.1,25.0,1348230.0,922120.0,PHI,RB,tank-bigsby,6.4,10.0,8.1,8,"['Breece Hall (age 26, $14.3M)', 'James Cook (age 26, $12.0M)', 'Bijan Robinson (age 24, $8.2M)', 'Kyren Williams (age 26, $8.0M)']","8 comps at RB, age 22.0-28.0"
Kobie Turner,IDL,Rams,UFA,66.8,28.0,1347868.0,921068.0,LAR,IDL,kobie-turner,9.1,24.2,18.3,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)']","6 comps at IDL, age 25.0-31.0"
DeMarvion Overshown,LB,Cowboys,UFA,19.7,27.0,1347506.0,920016.0,DAL,LB,demarvion-overshown,5.5,11.5,7.0,11,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","11 comps at LB, age 24.0-30.0"
Dorian Williams,LB,Bills,UFA,44.2,26.0,1345702.0,914768.0,BUF,LB,dorian-williams,4.4,8.3,5.6,7,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","7 comps at LB, age 23.0-29.0"
Wanya Morris,LT,Chiefs,UFA,5.9,27.0,1342088.0,904256.0,KC,OL,wanya-morris,5.1,15.5,9.0,20,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Creed Humphrey (age 27, $18.0M)', 'Broderick Jones (age 26, $4.2M)']","20 comps at OL, age 24.0-30.0"
Cameron Goode,EDGE,Dolphins,UFA,11.1,29.0,1340000.0,50000.0,MIA,EDGE,cameron-goode,5.5,22.5,8.8,23,"['Malcolm Koonce (age 29, $11.0M)', 'Arnold Ebiketie (age 28, $4.3M)', 'Anthony Nelson (age 30, $5.0M)', 'Baron Browning (age 28, $7.5M)']","23 comps at EDGE, age 26.0-32.0"
Darnell Washington,TE,Steelers,UFA,53.0,26.0,1338478.0,893752.0,PIT,TE,darnell-washington,5.1,10.9,8.5,7,"['Tommy Tremble (age 27, $5.2M)', 'Trey McBride (age 26, $16.5M)', 'Colby Parkinson (age 28, $7.5M)', 'Sam LaPorta (age 25, $12.2M)']","7 comps at TE, age 23.0-29.0"
Michael Wilson,WR,Cardinals,UFA,81.3,27.0,1334866.0,883244.0,ARI,WR,michael-wilson,26.8,34.8,30.5,21,"['Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)', 'Amon-Ra St. Brown (age 27, $30.0M)', 'Tee Higgins (age 27, $28.8M)']","21 comps at WR, age 24.0-30.0"
Ben Sims,TE,Dolphins,UFA,8.4,27.0,1332500.0,187500.0,MIA,TE,ben-sims,4.0,10.3,7.1,8,"['Tommy Tremble (age 27, $5.2M)', 'Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Kyle Pitts (age 27, $15.0M)']","8 comps at TE, age 24.0-30.0"
Juanyeh Thomas,S,Colts,RFA,24.0,27.0,1332500.0,437500.0,IND,S,juanyeh-thomas,5.3,14.7,9.6,9,"['Dane Belton (age 27, $4.0M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","9 comps at S, age 24.0-30.0"
Ryan McCollum,C,Steelers,UFA,5.8,29.0,1332500.0,75000.0,PIT,OL,ryan-mccollum,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Jake Browning,QB,Buccaneers,UFA,19.1,31.0,1332500.0,400000.0,TB,QB,jake-browning,35.2,44.0,41.6,13,"['Patrick Mahomes (age 31, $45.0M)', 'Joe Burrow (age 30, $55.0M)', 'Josh Allen (age 30, $55.0M)', 'Jared Goff (age 32, $53.0M)']","13 comps at QB, age 28.0-34.0"
Jordan Battle,S,Bengals,UFA,96.1,27.0,1331254.0,872740.0,CIN,S,jordan-battle,7.5,20.8,13.6,9,"['Jaquan Brisker (age 28, $5.5M)', 'Dane Belton (age 27, $4.0M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Grant Delpit (age 29, $12.0M)']","9 comps at S, age 24.0-30.0"
Tre Tucker,WR,Raiders,UFA,94.9,26.0,1326021.0,857512.0,LV,WR,tre-tucker,31.5,39.1,34.4,20,"['George Pickens (age 26, $27.3M)', ""Ja'Marr Chase (age 26, $40.2M)"", 'Garrett Wilson (age 26, $32.5M)', 'Alec Pierce (age 26, $28.5M)']","20 comps at WR, age 23.0-29.0"
Mekhi Blackmon,CB,Colts,UFA,67.3,28.0,1326021.0,857512.0,IND,CB,mekhi-blackmon,5.0,17.1,14.2,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
D.J. Davidson,IDL,Commanders,UFA,23.0,28.0,1325000.0,20000.0,WAS,IDL,dj-davidson,6.8,18.0,13.6,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","6 comps at IDL, age 25.0-31.0"
James Lynch,IDL,Bears,UFA,31.5,28.0,1315000.0,100000.0,CHI,IDL,james-lynch,6.8,18.0,13.6,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","6 comps at IDL, age 25.0-31.0"
Marco Wilson,CB,Dolphins,UFA,2.0,28.0,1315000.0,0.0,MIA,CB,marco-wilson,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
Derion Kendrick,CB,Cowboys,UFA,11.9,27.0,1315000.0,0.0,DAL,CB,derion-kendrick,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Jack Stoll,TE,Browns,UFA,18.6,29.0,1315000.0,0.0,CLE,TE,jack-stoll,4.2,11.2,6.0,9,"['Brock Wright (age 29, $4.0M)', 'Charlie Woerner (age 30, $4.0M)', 'Colby Parkinson (age 28, $7.5M)', 'T.J. Hockenson (age 30, $10.2M)']","9 comps at TE, age 26.0-32.0"
Mike Brown,S,Patriots,UFA,2.8,28.0,1315000.0,50000.0,NE,S,mike-brown,4.9,15.0,9.6,11,"['Antoine Winfield Jr. (age 28, $21.0M)', 'Dane Belton (age 27, $4.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","11 comps at S, age 25.0-31.0"
Jaylon Jones,CB,Bears,UFA,3.6,30.0,1315000.0,707500.0,CHI,CB,jaylon-jones,4.5,14.3,6.4,15,"['Marshon Lattimore (age 30, $19.4M)', 'Chidobe Awuzie (age 32, $5.0M)', 'Keisean Nixon (age 30, $6.0M)', 'Cobie Durant (age 29, $4.0M)']","15 comps at CB, age 27.0-33.0"
Elijah Moore,WR,Eagles,UFA,16.4,27.0,1315000.0,0.0,PHI,WR,elijah-moore,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
Kristian Welch,LB,Packers,UFA,0.2,29.0,1310000.0,10000.0,GB,LB,kristian-welch,5.6,11.2,6.5,12,"['Mack Wilson (age 29, $4.2M)', 'Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Divine Deablo (age 29, $7.0M)']","12 comps at LB, age 26.0-32.0"
Corey Ballentine,CB,Cowboys,UFA,2.1,31.0,1300000.0,0.0,DAL,CB,corey-ballentine,4.4,15.2,8.0,13,"['Chidobe Awuzie (age 32, $5.0M)', 'Marlon Humphrey (age 31, $19.5M)', 'Donte Jackson (age 32, $6.5M)', 'Kenny Moore (age 32, $10.0M)']","13 comps at CB, age 28.0-34.0"
Cody Ford,RG,Bengals,UFA,6.6,31.0,1300000.0,0.0,CIN,OL,cody-ford,4.8,15.1,10.2,26,"['Ben Powers (age 31, $13.0M)', 'Kevin Dotson (age 31, $16.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Jawaan Taylor (age 30, $5.0M)']","26 comps at OL, age 28.0-34.0"
Cam Jones,LB,Giants,UFA,0.4,28.0,1300000.0,225000.0,NYG,LB,cam-jones,5.6,11.2,6.5,12,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","12 comps at LB, age 25.0-31.0"
Travis Homer,RB,Steelers,UFA,0.5,29.0,1300000.0,0.0,PIT,RB,travis-homer,6.4,11.8,9.7,12,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Saquon Barkley (age 29, $20.6M)', 'Tony Pollard (age 30, $7.2M)']","12 comps at RB, age 26.0-32.0"
Trent Sherfield,WR,Bills,UFA,16.3,31.0,1300000.0,0.0,BUF,WR,trent-sherfield,6.4,23.6,22.0,11,"['Marquise Brown (age 30, $5.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'Terry McLaurin (age 31, $29.0M)', 'Christian Watson (age 28, $11.0M)']","11 comps at WR, age 28.0-34.0"
Jordan McFadden,LG,Bears,UFA,0.2,28.0,1300000.0,25000.0,CHI,OL,jordan-mcfadden,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Phillip Dorsett,WR,Raiders,UFA,0.0,34.0,1300000.0,0.0,LV,WR,phillip-dorsett,3.3,19.0,10.5,4,"['Demarcus Robinson (age 33, $4.0M)', 'Mack Hollins (age 34, $4.2M)', 'Davante Adams (age 35, $22.0M)', 'Terry McLaurin (age 31, $29.0M)']","4 comps at WR, age 31.0-37.0"
Joshua Ezeudu,LG,Giants,UFA,0.0,28.0,1300000.0,410300.0,NYG,OL,joshua-ezeudu,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Eli Apple,CB,49ers,UFA,0.1,32.0,1300000.0,0.0,SF,CB,eli-apple,4.3,13.6,5.0,10,"['Chidobe Awuzie (age 32, $5.0M)', 'Donte Jackson (age 32, $6.5M)', 'Kenny Moore (age 32, $10.0M)', 'Marlon Humphrey (age 31, $19.5M)']","10 comps at CB, age 29.0-35.0"
Devin Singletary,RB,Giants,UFA,27.0,30.0,1300000.0,0.0,NYG,RB,devin-singletary,6.0,12.4,9.7,10,"['Tony Pollard (age 30, $7.2M)', 'Christian McCaffrey (age 30, $19.0M)', 'Alvin Kamara (age 32, $12.2M)', 'Jordan Mason (age 28, $5.2M)']","10 comps at RB, age 27.0-33.0"
Rakeem Nunez-Roches,IDL,Buccaneers,UFA,21.6,34.0,1300000.0,300000.0,TB,IDL,rakeem-nunez-roches,5.5,15.7,8.4,15,"['Roy Robertson-Harris (age 34, $4.5M)', 'Grover Stewart (age 34, $13.0M)', 'DeForest Buckner (age 33, $23.0M)', 'Davon Godchaux (age 33, $5.5M)']","15 comps at IDL, age 31.0-37.0"
Kyler Murray,QB,Vikings,UFA,28.0,30.0,1300000.0,0.0,MIN,QB,kyler-murray,37.2,44.0,42.2,14,"['Joe Burrow (age 30, $55.0M)', 'Josh Allen (age 30, $55.0M)', 'Justin Fields (age 28, $11.0M)', 'Lamar Jackson (age 29, $52.0M)']","14 comps at QB, age 27.0-33.0"
Tyler Conklin,TE,Lions,UFA,14.8,32.0,1300000.0,0.0,DET,TE,tyler-conklin,5.0,9.7,7.7,8,"['Evan Engram (age 33, $11.5M)', 'Dallas Goedert (age 32, $7.0M)', 'Charlie Woerner (age 30, $4.0M)', 'Brock Wright (age 29, $4.0M)']","8 comps at TE, age 29.0-35.0"
Cameron Johnston,P,Steelers,UFA,7.9,35.0,1300000.0,0.0,PIT,ST,cameron-johnston,4.1,4.5,4.2,3,"['Chris Boswell (age 36, $5.0M)', 'Jason Myers (age 36, $5.3M)', 'Justin Tucker (age 37, $6.0M)']","3 comps at ST, age 32.0-38.0"
Trevor Siemian,QB,Falcons,UFA,0.0,36.0,1300000.0,0.0,ATL,QB,trevor-siemian,5.6,32.0,9.0,5,"['Marcus Mariota (age 34, $7.0M)', 'Jacoby Brissett (age 35, $6.2M)', 'Kirk Cousins (age 39, $11.3M)', 'Dak Prescott (age 33, $60.0M)']","5 comps at QB, age 33.0-39.0"
Claudin Cherelus,LB,Panthers,UFA,19.6,28.0,1295000.0,461300.0,CAR,LB,claudin-cherelus,5.6,11.2,6.5,12,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","12 comps at LB, age 25.0-31.0"
Dameon Pierce,RB,Eagles,UFA,2.4,27.0,1290000.0,250000.0,PHI,RB,dameon-pierce,6.4,11.3,9.6,11,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Breece Hall (age 26, $14.3M)', 'Josh Jacobs (age 28, $12.0M)']","11 comps at RB, age 24.0-30.0"
Corliss Waitman,P,49ers,UFA,28.2,32.0,1290000.0,475000.0,SF,ST,corliss-waitman,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 29.0-35.0"
Stone Smartt,TE,Eagles,UFA,8.1,29.0,1290000.0,225000.0,PHI,TE,stone-smartt,4.2,11.2,6.0,9,"['Brock Wright (age 29, $4.0M)', 'Charlie Woerner (age 30, $4.0M)', 'Colby Parkinson (age 28, $7.5M)', 'T.J. Hockenson (age 30, $10.2M)']","9 comps at TE, age 26.0-32.0"
Leki Fotu,IDL,Giants,UFA,17.5,29.0,1290000.0,25000.0,NYG,IDL,leki-fotu,8.0,18.0,9.2,11,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Dexter Lawrence (age 28, $22.5M)']","11 comps at IDL, age 26.0-32.0"
Ross Matiscik,LS,Jaguars,UFA,30.2,31.0,1267500.0,800000.0,JAX,ST,ross-matiscik,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 28.0-34.0"
DeeJay Dallas,RB,Jaguars,UFA,2.4,29.0,1265000.0,200000.0,JAX,RB,deejay-dallas,6.4,11.8,9.7,12,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Saquon Barkley (age 29, $20.6M)', 'Tony Pollard (age 30, $7.2M)']","12 comps at RB, age 26.0-32.0"
Harrison Bryant,TE,Seahawks,UFA,14.9,29.0,1265000.0,50000.0,SEA,TE,harrison-bryant,4.2,11.2,6.0,9,"['Brock Wright (age 29, $4.0M)', 'Charlie Woerner (age 30, $4.0M)', 'Colby Parkinson (age 28, $7.5M)', 'T.J. Hockenson (age 30, $10.2M)']","9 comps at TE, age 26.0-32.0"
Damar Hamlin,S,Bills,UFA,1.2,29.0,1265000.0,25000.0,BUF,S,damar-hamlin,4.2,13.8,6.5,11,"['Brandon Jones (age 29, $6.7M)', 'Minkah Fitzpatrick (age 29, $18.4M)', 'Jeremy Chinn (age 29, $8.1M)', 'Malik Hooker (age 31, $5.0M)']","11 comps at S, age 26.0-32.0"
Ta'Quon Graham,IDL,Eagles,UFA,5.2,29.0,1265000.0,125000.0,PHI,IDL,taquon-graham,8.0,18.0,9.2,11,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Dexter Lawrence (age 28, $22.5M)']","11 comps at IDL, age 26.0-32.0"
Feleipe Franks,TE,Panthers,UFA,1.4,30.0,1265000.0,0.0,CAR,TE,feleipe-franks,4.9,10.2,7.2,11,"['Charlie Woerner (age 30, $4.0M)', 'Brock Wright (age 29, $4.0M)', 'T.J. Hockenson (age 30, $10.2M)', 'Colby Parkinson (age 28, $7.5M)']","11 comps at TE, age 27.0-33.0"
Spencer Shrader,K,Colts,RFA,12.4,28.0,1255000.0,750000.0,IND,ST,spencer-shrader,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 25.0-31.0"
Ronnie Rivers,RB,Rams,UFA,1.7,28.0,1251000.0,330300.0,LAR,RB,ronnie-rivers,6.4,11.4,9.6,10,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Josh Jacobs (age 28, $12.0M)', 'Jonathan Taylor (age 28, $14.0M)']","10 comps at RB, age 25.0-31.0"
Emari Demercado,RB,Chiefs,UFA,17.3,28.0,1250000.0,550000.0,KC,RB,emari-demercado,6.4,11.4,9.6,10,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Josh Jacobs (age 28, $12.0M)', 'Jonathan Taylor (age 28, $14.0M)']","10 comps at RB, age 25.0-31.0"
Tyrus Wheat,EDGE,Cowboys,UFA,6.0,28.0,1245000.0,100000.0,DAL,EDGE,tyrus-wheat,5.8,22.6,8.5,20,"['Arnold Ebiketie (age 28, $4.3M)', 'Baron Browning (age 28, $7.5M)', 'Will McDonald IV (age 28, $4.1M)', 'Tyree Wilson (age 27, $6.3M)']","20 comps at EDGE, age 25.0-31.0"
Isaiah Hodgins,WR,Giants,UFA,31.6,29.0,1240000.0,0.0,NYG,WR,isaiah-hodgins,19.8,25.7,22.9,20,"['Christian Watson (age 28, $11.0M)', 'Marquise Brown (age 30, $5.0M)', 'D.K. Metcalf (age 29, $33.0M)', 'A.J. Brown (age 29, $32.0M)']","20 comps at WR, age 26.0-32.0"
Keith Taylor,CB,Jaguars,UFA,5.9,28.0,1240000.0,0.0,JAX,CB,keith-taylor,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
Garret Wallow,LB,49ers,UFA,4.2,28.0,1240000.0,330300.0,SF,LB,garret-wallow,5.6,11.2,6.5,12,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","12 comps at LB, age 25.0-31.0"
Teagan Quitoriano,TE,Cardinals,UFA,12.1,27.0,1240000.0,0.0,ARI,TE,teagan-quitoriano,4.0,10.3,7.1,8,"['Tommy Tremble (age 27, $5.2M)', 'Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Kyle Pitts (age 27, $15.0M)']","8 comps at TE, age 24.0-30.0"
Shemar Jean-Charles,CB,Seahawks,UFA,0.0,29.0,1240000.0,0.0,SEA,CB,shemar-jean-charles,4.6,15.3,7.2,16,"['Cobie Durant (age 29, $4.0M)', 'Jaire Alexander (age 29, $21.0M)', 'Isaiah Rodgers (age 29, $5.5M)', 'Tariq Woolen (age 28, $12.0M)']","16 comps at CB, age 26.0-32.0"
Cal Adomitis,LS,Steelers,UFA,18.5,29.0,1240000.0,0.0,PIT,ST,cal-adomitis,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 26.0-32.0"
Joe Giles-Harris,LB,Bengals,RFA,2.9,30.0,1235000.0,0.0,CIN,LB,joe-giles-harris,5.6,11.2,6.5,12,"['Mack Wilson (age 29, $4.2M)', 'Roquan Smith (age 30, $20.0M)', 'Fred Warner (age 30, $21.0M)', 'Foyesade Oluokun (age 30, $15.0M)']","12 comps at LB, age 27.0-33.0"
Tom Kennedy,WR,Lions,UFA,4.4,31.0,1235000.0,20000.0,DET,WR,tom-kennedy,6.4,23.6,22.0,11,"['Marquise Brown (age 30, $5.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'Terry McLaurin (age 31, $29.0M)', 'Christian Watson (age 28, $11.0M)']","11 comps at WR, age 28.0-34.0"
Christian Kuntz,LS,Steelers,UFA,0.0,33.0,1225000.0,325000.0,PIT,ST,christian-kuntz,4.0,4.8,4.2,5,"['Chase McLaughlin (age 31, $4.1M)', 'Chris Boswell (age 36, $5.0M)', 'Jason Myers (age 36, $5.3M)', 'Harrison Butker (age 31, $6.4M)']","5 comps at ST, age 30.0-36.0"
Alex Austin,CB,Dolphins,UFA,14.1,26.0,1220000.0,0.0,MIA,CB,alex-austin,5.5,18.0,13.4,11,"['Patrick Surtain II (age 26, $24.0M)', ""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Sauce Gardner (age 25, $30.1M)']","11 comps at CB, age 23.0-29.0"
Cameron Mitchell,CB,Colts,UFA,22.7,26.0,1220000.0,25000.0,IND,CB,cameron-mitchell,5.5,18.0,13.4,11,"['Patrick Surtain II (age 26, $24.0M)', ""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Sauce Gardner (age 25, $30.1M)']","11 comps at CB, age 23.0-29.0"
Albert Okwuegbunam,TE,Raiders,UFA,3.1,29.0,1215000.0,0.0,LV,TE,albert-okwuegbunam,4.2,11.2,6.0,9,"['Brock Wright (age 29, $4.0M)', 'Charlie Woerner (age 30, $4.0M)', 'Colby Parkinson (age 28, $7.5M)', 'T.J. Hockenson (age 30, $10.2M)']","9 comps at TE, age 26.0-32.0"
Ben Bartch,LT,Lions,UFA,17.8,29.0,1215000.0,330300.0,DET,OL,ben-bartch,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
