name,pos_detail,team_full,fa_type,snap_pct,age,prior_apy,prior_gtd,team,pos_group,slug,low,high,midpoint,comp_count,comp_names,method
Nic Jones,CB,Giants,RFA,1.8,26.0,1075000.0,0.0,NYG,CB,nic-jones,5.5,18.0,13.4,11,"['Patrick Surtain II (age 26, $24.0M)', ""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Sauce Gardner (age 25, $30.1M)']","11 comps at CB, age 23.0-29.0"
Cody Schrader,RB,Broncos,UFA,0.0,28.0,1075000.0,0.0,DEN,RB,cody-schrader,6.4,11.4,9.6,10,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Josh Jacobs (age 28, $12.0M)', 'Jonathan Taylor (age 28, $14.0M)']","10 comps at RB, age 25.0-31.0"
Jalen Redmond,IDL,Vikings,RFA,74.1,28.0,1075000.0,0.0,MIN,IDL,jalen-redmond,10.1,26.9,20.3,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)']","6 comps at IDL, age 25.0-31.0"
Joshua Karty,K,Cardinals,RFA,17.1,25.0,1075000.0,0.0,ARI,ST,joshua-karty,4.1,4.8,4.5,6,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)', 'Chris Boswell (age 36, $5.0M)']","6 comps at ST, age 22.0-28.0"
Xavier Thomas,LB,Texans,RFA,1.3,28.0,1075000.0,0.0,HOU,LB,xavier-thomas,5.6,11.2,6.5,12,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","12 comps at LB, age 25.0-31.0"
Malachi Corley,WR,Browns,RFA,17.9,25.0,1075000.0,0.0,CLE,WR,malachi-corley,20.0,26.0,22.8,17,"['Jameson Williams (age 25, $26.7M)', 'Drake London (age 26, $5.4M)', 'Christian Watson (age 28, $11.0M)', 'Jaxon Smith-Njigba (age 24, $42.1M)']","17 comps at WR, age 22.0-28.0"
Otis Reese,LB,Patriots,RFA,0.0,29.0,1075000.0,0.0,NE,LB,otis-reese,5.6,11.2,6.5,12,"['Mack Wilson (age 29, $4.2M)', 'Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Divine Deablo (age 29, $7.0M)']","12 comps at LB, age 26.0-32.0"
Jake Bates,K,Lions,RFA,36.4,28.0,1075000.0,0.0,DET,ST,jake-bates,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 25.0-31.0"
Bryce Oliver,WR,Titans,RFA,2.8,27.0,1075000.0,0.0,TEN,WR,bryce-oliver,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
Colton Dowell,WR,49ers,RFA,0.0,28.0,1075000.0,0.0,SF,WR,colton-dowell,20.0,25.6,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Brandon Aiyuk (age 28, $30.0M)', 'Jaylen Waddle (age 28, $28.2M)', 'DeVonta Smith (age 28, $25.0M)']","21 comps at WR, age 25.0-31.0"
Josh Butler,CB,Cowboys,RFA,2.3,31.0,1075000.0,0.0,DAL,CB,josh-butler,4.4,15.2,8.0,13,"['Chidobe Awuzie (age 32, $5.0M)', 'Marlon Humphrey (age 31, $19.5M)', 'Donte Jackson (age 32, $6.5M)', 'Kenny Moore (age 32, $10.0M)']","13 comps at CB, age 28.0-34.0"
Brenden Bates,TE,Browns,RFA,12.7,28.0,1075000.0,0.0,CLE,TE,brenden-bates,4.2,11.2,8.2,9,"['Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Tommy Tremble (age 27, $5.2M)', 'Charlie Woerner (age 30, $4.0M)']","9 comps at TE, age 25.0-31.0"
Natrone Brooks,CB,Falcons,RFA,6.8,28.0,1075000.0,0.0,ATL,CB,natrone-brooks,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
Bo Richter,EDGE,Vikings,RFA,4.9,27.0,1075000.0,0.0,MIN,EDGE,bo-richter,5.0,22.6,8.8,17,"['Tyree Wilson (age 27, $6.3M)', 'Kingsley Enagbare (age 27, $9.0M)', 'Kayvon Thibodeaux (age 27, $7.8M)', 'Arnold Ebiketie (age 28, $4.3M)']","17 comps at EDGE, age 24.0-30.0"
Mitchell Tinsley,WR,Bengals,RFA,25.9,28.0,1075000.0,0.0,CIN,WR,mitchell-tinsley,20.0,25.6,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Brandon Aiyuk (age 28, $30.0M)', 'Jaylen Waddle (age 28, $28.2M)', 'DeVonta Smith (age 28, $25.0M)']","21 comps at WR, age 25.0-31.0"
Ryan Miller,WR,Giants,RFA,10.8,27.0,1075000.0,0.0,NYG,WR,ryan-miller,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
Evan Deckers,LS,Buccaneers,RFA,28.2,28.0,1075000.0,0.0,TB,ST,evan-deckers,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 25.0-31.0"
Xavier Smith,WR,Rams,RFA,20.5,30.0,1075000.0,0.0,LAR,WR,xavier-smith,16.8,24.4,22.8,16,"['Marquise Brown (age 30, $5.0M)', 'Christian Watson (age 28, $11.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'D.K. Metcalf (age 29, $33.0M)']","16 comps at WR, age 27.0-33.0"
Jowon Briggs,IDL,Jets,ERFA,52.1,26.0,1075000.0,0.0,NYJ,IDL,jowon-briggs,7.1,18.9,14.3,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)']","6 comps at IDL, age 23.0-29.0"
Demani Richardson,S,Panthers,RFA,2.7,27.0,1075000.0,0.0,CAR,S,demani-richardson,5.3,14.7,9.6,9,"['Dane Belton (age 27, $4.0M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","9 comps at S, age 24.0-30.0"
Art Green,CB,Giants,RFA,0.0,27.0,1075000.0,0.0,NYG,CB,art-green,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Nikko Remigio,WR,Chiefs,RFA,2.8,28.0,1075000.0,0.0,KC,WR,nikko-remigio,20.0,25.6,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Brandon Aiyuk (age 28, $30.0M)', 'Jaylen Waddle (age 28, $28.2M)', 'DeVonta Smith (age 28, $25.0M)']","21 comps at WR, age 25.0-31.0"
Ben VanSumeren,LB,Bills,UFA,0.0,27.0,1075000.0,0.0,BUF,LB,ben-vansumeren,5.5,11.5,7.0,11,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","11 comps at LB, age 24.0-30.0"
Kimani Vidal,RB,Chargers,RFA,42.1,26.0,1075000.0,0.0,LAC,RB,kimani-vidal,6.4,11.2,9.6,9,"['Breece Hall (age 26, $14.3M)', 'James Cook (age 26, $12.0M)', 'Kyren Williams (age 26, $8.0M)', 'Jordan Mason (age 28, $5.2M)']","9 comps at RB, age 23.0-29.0"
Jason Brownlee,WR,Chiefs,RFA,2.3,28.0,1075000.0,0.0,KC,WR,jason-brownlee,20.0,25.6,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Brandon Aiyuk (age 28, $30.0M)', 'Jaylen Waddle (age 28, $28.2M)', 'DeVonta Smith (age 28, $25.0M)']","21 comps at WR, age 25.0-31.0"
Jaden Crumedy,IDL,Packers,RFA,4.2,27.0,1075000.0,0.0,GB,IDL,jaden-crumedy,9.2,18.0,18.0,5,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","5 comps at IDL, age 24.0-30.0"
Sala Aumavae-Laulu,LG,Commanders,RFA,0.0,28.0,1075000.0,0.0,WAS,OL,sala-aumavae-laulu,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Tre Hawkins,CB,Commanders,RFA,0.0,27.0,1075000.0,0.0,WAS,CB,tre-hawkins,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Deuce Vaughn,RB,Broncos,RFA,0.0,26.0,1075000.0,0.0,DEN,RB,deuce-vaughn,6.4,11.2,9.6,9,"['Breece Hall (age 26, $14.3M)', 'James Cook (age 26, $12.0M)', 'Kyren Williams (age 26, $8.0M)', 'Jordan Mason (age 28, $5.2M)']","9 comps at RB, age 23.0-29.0"
Ronnie Bell,WR,Saints,RFA,3.4,27.0,1052500.0,0.0,NO,WR,ronnie-bell,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
Yasir Abdullah,LB,Jaguars,UFA,0.2,27.0,1051304.0,365216.0,JAX,LB,yasir-abdullah,5.5,11.5,7.0,11,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","11 comps at LB, age 24.0-30.0"
Jordan Howden,S,Saints,UFA,23.7,27.0,1041682.0,326728.0,NO,S,jordan-howden,5.3,14.7,9.6,9,"['Dane Belton (age 27, $4.0M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","9 comps at S, age 24.0-30.0"
Noah Sewell,LB,Bears,UFA,38.1,25.0,1041237.0,324948.0,CHI,LB,noah-sewell,5.4,10.9,5.6,5,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Patrick Queen (age 28, $13.7M)']","5 comps at LB, age 22.0-28.0"
Mike Morris,EDGE,Seahawks,UFA,14.6,26.0,1040519.0,322076.0,SEA,EDGE,mike-morris,6.1,22.6,8.8,14,"['Tyree Wilson (age 27, $6.3M)', 'Kingsley Enagbare (age 27, $9.0M)', 'Kayvon Thibodeaux (age 27, $7.8M)', 'Arnold Ebiketie (age 28, $4.3M)']","14 comps at EDGE, age 23.0-29.0"
Colby Sorsdal,RG,Lions,UFA,0.0,27.0,1040021.0,320084.0,DET,OL,colby-sorsdal,5.1,15.5,9.0,20,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Creed Humphrey (age 27, $18.0M)', 'Broderick Jones (age 26, $4.2M)']","20 comps at OL, age 24.0-30.0"
SirVocea Dennis,LB,Buccaneers,UFA,87.2,27.0,1039332.0,317328.0,TB,LB,sirvocea-dennis,8.3,17.2,10.5,11,"['Patrick Queen (age 28, $13.7M)', 'Patrick Queen (age 28, $13.7M)', 'Christian Elliss (age 28, $6.8M)', 'Divine Deablo (age 29, $7.0M)']","11 comps at LB, age 24.0-30.0"
Olusegun Oluwatimi,C,Seahawks,UFA,28.9,28.0,1039115.0,316460.0,SEA,OL,olusegun-oluwatimi,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Darrell Luter Jr.,CB,49ers,UFA,25.0,27.0,1038378.0,313512.0,SF,CB,darrell-luter-jr,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Daniel Scott,S,Colts,UFA,1.1,29.0,1036959.0,307836.0,IND,S,daniel-scott,4.2,13.8,6.5,11,"['Brandon Jones (age 29, $6.7M)', 'Minkah Fitzpatrick (age 29, $18.4M)', 'Jeremy Chinn (age 29, $8.1M)', 'Malik Hooker (age 31, $5.0M)']","11 comps at S, age 26.0-32.0"
Antonio Johnson,S,Jaguars,UFA,60.1,26.0,1035458.0,301832.0,JAX,S,antonio-johnson,5.3,15.2,9.6,9,"['Dane Belton (age 27, $4.0M)', 'Kyle Hamilton (age 25, $20.6M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)']","9 comps at S, age 23.0-29.0"
Will Mallory,TE,Colts,UFA,1.5,28.0,1032648.0,290592.0,IND,TE,will-mallory,4.2,11.2,8.2,9,"['Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Tommy Tremble (age 27, $5.2M)', 'Charlie Woerner (age 30, $4.0M)']","9 comps at TE, age 25.0-31.0"
Chase Brown,RB,Bengals,UFA,66.4,27.0,1031539.0,286156.0,CIN,RB,chase-brown,7.5,13.2,11.2,11,"['Breece Hall (age 26, $14.3M)', ""D'Andre Swift (age 28, $8.0M)"", 'Josh Jacobs (age 28, $12.0M)', 'James Cook (age 26, $12.0M)']","11 comps at RB, age 24.0-30.0"
Irvin Charles,WR,Jets,UFA,0.0,30.0,1030000.0,0.0,NYJ,WR,irvin-charles,16.8,24.4,22.8,16,"['Marquise Brown (age 30, $5.0M)', 'Christian Watson (age 28, $11.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'D.K. Metcalf (age 29, $33.0M)']","16 comps at WR, age 27.0-33.0"
Chance Campbell,LB,Eagles,UFA,0.0,28.0,1030000.0,25000.0,PHI,LB,chance-campbell,5.6,11.2,6.5,12,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","12 comps at LB, age 25.0-31.0"
Terell Smith,CB,Bears,UFA,0.0,28.0,1028971.0,275884.0,CHI,CB,terell-smith,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
Davis Allen,TE,Rams,UFA,51.5,26.0,1021245.0,244980.0,LAR,TE,davis-allen,5.1,10.9,8.5,7,"['Tommy Tremble (age 27, $5.2M)', 'Trey McBride (age 26, $16.5M)', 'Colby Parkinson (age 28, $7.5M)', 'Sam LaPorta (age 25, $12.2M)']","7 comps at TE, age 23.0-29.0"
Warren McClendon,LT,Rams,UFA,58.8,26.0,1021245.0,244980.0,LAR,OL,warren-mcclendon,5.5,16.7,11.0,14,"['Broderick Jones (age 26, $4.2M)', 'Penei Sewell (age 25, $28.0M)', 'Creed Humphrey (age 27, $18.0M)', 'Larry Borom (age 28, $5.0M)']","14 comps at OL, age 23.0-29.0"
Henry To'oTo'o,LB,Texans,UFA,78.7,26.0,1021245.0,244980.0,HOU,LB,henry-tootoo,6.6,12.4,8.4,7,"['Patrick Queen (age 28, $13.7M)', 'Patrick Queen (age 28, $13.7M)', 'Christian Elliss (age 28, $6.8M)', 'Divine Deablo (age 29, $7.0M)']","7 comps at LB, age 23.0-29.0"
Eric Gray,RB,Giants,UFA,0.3,28.0,1021245.0,244980.0,NYG,RB,eric-gray,6.4,11.4,9.6,10,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Josh Jacobs (age 28, $12.0M)', 'Jonathan Taylor (age 28, $14.0M)']","10 comps at RB, age 25.0-31.0"
Payne Durham,TE,Buccaneers,UFA,31.2,27.0,1021245.0,244980.0,TB,TE,payne-durham,4.0,10.3,7.1,8,"['Tommy Tremble (age 27, $5.2M)', 'Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Kyle Pitts (age 27, $15.0M)']","8 comps at TE, age 24.0-30.0"
Christopher Smith,S,Jets,UFA,0.3,27.0,1021245.0,244980.0,NYJ,S,christopher-smith,5.3,14.7,9.6,9,"['Dane Belton (age 27, $4.0M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","9 comps at S, age 24.0-30.0"
Asim Richards,LG,Saints,UFA,32.3,27.0,1021245.0,244980.0,NO,OL,asim-richards,5.1,15.5,9.0,20,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Creed Humphrey (age 27, $18.0M)', 'Broderick Jones (age 26, $4.2M)']","20 comps at OL, age 24.0-30.0"
Puka Nacua,WR,Rams,UFA,64.1,26.0,1021245.0,244980.0,LAR,WR,puka-nacua,21.8,27.1,23.8,20,"['Drake London (age 26, $5.4M)', ""Ja'Marr Chase (age 26, $40.2M)"", 'Garrett Wilson (age 26, $32.5M)', 'Alec Pierce (age 26, $28.5M)']","20 comps at WR, age 23.0-29.0"
Owen Pappoe,LB,Cardinals,UFA,8.4,27.0,1021245.0,244980.0,ARI,LB,owen-pappoe,5.5,11.5,7.0,11,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","11 comps at LB, age 24.0-30.0"
Tyrell Shavers,WR,Bills,ERFA,39.0,28.0,1021000.0,7000.0,BUF,WR,tyrell-shavers,20.0,25.6,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Brandon Aiyuk (age 28, $30.0M)', 'Jaylen Waddle (age 28, $28.2M)', 'DeVonta Smith (age 28, $25.0M)']","21 comps at WR, age 25.0-31.0"
Dylan Cook,LT,Steelers,RFA,28.2,29.0,1017500.0,0.0,PIT,OL,dylan-cook,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Demontrey Jacobs,RT,Cardinals,RFA,5.7,29.0,1017500.0,0.0,ARI,OL,demontrey-jacobs,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Ali Gaye,EDGE,Texans,RFA,3.5,30.0,1017500.0,0.0,HOU,EDGE,ali-gaye,5.3,21.4,8.5,22,"['Anthony Nelson (age 30, $5.0M)', 'Charles Omenihu (age 30, $4.0M)', 'Malcolm Koonce (age 29, $11.0M)', 'Uchenna Nwosu (age 31, $9.8M)']","22 comps at EDGE, age 27.0-33.0"
Kevin Austin Jr.,WR,Saints,RFA,21.5,27.0,1017500.0,0.0,NO,WR,kevin-austin-jr,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
Audric Estime,RB,Saints,RFA,16.1,24.0,1017500.0,0.0,NO,RB,audric-estime,6.5,10.1,8.1,4,"['Bijan Robinson (age 24, $8.2M)', 'Breece Hall (age 26, $14.3M)', 'James Cook (age 26, $12.0M)', 'Kyren Williams (age 26, $8.0M)']","4 comps at RB, age 21.0-27.0"
C.J. Hanson,RG,Chiefs,RFA,0.1,26.0,1017500.0,0.0,KC,OL,cj-hanson,5.5,16.7,11.0,14,"['Broderick Jones (age 26, $4.2M)', 'Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Penei Sewell (age 25, $28.0M)']","14 comps at OL, age 23.0-29.0"
Ryan Rehkow,P,Bengals,RFA,30.3,29.0,1017500.0,0.0,CIN,ST,ryan-rehkow,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 26.0-32.0"
Ryan Flournoy,WR,Cowboys,RFA,40.4,28.0,1017500.0,0.0,DAL,WR,ryan-flournoy,20.0,25.6,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Brandon Aiyuk (age 28, $30.0M)', 'Jaylen Waddle (age 28, $28.2M)', 'DeVonta Smith (age 28, $25.0M)']","21 comps at WR, age 25.0-31.0"
Maema Njongmeta,LB,Panthers,RFA,0.5,26.0,1017500.0,0.0,CAR,LB,maema-njongmeta,4.4,8.3,5.6,7,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","7 comps at LB, age 23.0-29.0"
Isaiah Williams,WR,Jets,RFA,31.4,26.0,1017500.0,0.0,NYJ,WR,isaiah-williams,21.0,26.1,22.9,20,"['Drake London (age 26, $5.4M)', 'Christian Watson (age 28, $11.0M)', ""Ja'Marr Chase (age 26, $40.2M)"", 'Garrett Wilson (age 26, $32.5M)']","20 comps at WR, age 23.0-29.0"
Shemar Bartholomew,CB,Packers,RFA,3.0,27.0,1017500.0,0.0,GB,CB,shemar-bartholomew,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Dwight McGlothern,CB,Vikings,RFA,2.9,25.0,1017500.0,0.0,MIN,CB,dwight-mcglothern,8.8,20.4,14.3,8,"['Sauce Gardner (age 25, $30.1M)', 'Derek Stingley Jr. (age 25, $30.0M)', 'Patrick Surtain II (age 26, $24.0M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","8 comps at CB, age 22.0-28.0"
Nick Samac,C,Panthers,RFA,0.0,26.0,1017500.0,0.0,CAR,OL,nick-samac,5.5,16.7,11.0,14,"['Broderick Jones (age 26, $4.2M)', 'Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Penei Sewell (age 25, $28.0M)']","14 comps at OL, age 23.0-29.0"
Tyreke Smith,EDGE,Chiefs,RFA,0.0,27.0,1017500.0,0.0,KC,EDGE,tyreke-smith,5.0,22.6,8.8,17,"['Tyree Wilson (age 27, $6.3M)', 'Kingsley Enagbare (age 27, $9.0M)', 'Kayvon Thibodeaux (age 27, $7.8M)', 'Arnold Ebiketie (age 28, $4.3M)']","17 comps at EDGE, age 24.0-30.0"
Charles Woods,CB,Patriots,RFA,11.4,27.0,1017500.0,0.0,NE,CB,charles-woods,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Sanoussi Kane,S,Titans,RFA,7.0,26.0,1017500.0,0.0,TEN,S,sanoussi-kane,5.3,15.2,9.6,9,"['Dane Belton (age 27, $4.0M)', 'Kyle Hamilton (age 25, $20.6M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)']","9 comps at S, age 23.0-29.0"
Chigozie Anusiem,CB,Raiders,RFA,0.0,27.0,1017500.0,0.0,LV,CB,chigozie-anusiem,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Karl Brooks,IDL,Packers,UFA,55.2,27.0,1013007.0,212028.0,GB,IDL,karl-brooks,10.2,20.0,20.0,5,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)']","5 comps at IDL, age 24.0-30.0"
Kei'Trel Clark,CB,Cardinals,UFA,17.5,26.0,1012150.0,208600.0,ARI,CB,keitrel-clark,5.5,18.0,13.4,11,"['Patrick Surtain II (age 26, $24.0M)', ""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Sauce Gardner (age 25, $30.1M)']","11 comps at CB, age 23.0-29.0"
Josh Hayes,S,Buccaneers,UFA,0.0,28.0,1011094.0,204376.0,TB,S,josh-hayes,4.9,15.0,9.6,11,"['Antoine Winfield Jr. (age 28, $21.0M)', 'Dane Belton (age 27, $4.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","11 comps at S, age 25.0-31.0"
J.L. Skinner,S,Broncos,UFA,3.0,26.0,1009056.0,196224.0,DEN,S,jl-skinner,5.3,15.2,9.6,9,"['Dane Belton (age 27, $4.0M)', 'Kyle Hamilton (age 25, $20.6M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)']","9 comps at S, age 23.0-29.0"
Parker Washington,WR,Jaguars,UFA,58.4,25.0,1008066.0,192264.0,JAX,WR,parker-washington,20.0,26.0,22.8,17,"['Jameson Williams (age 25, $26.7M)', 'Drake London (age 26, $5.4M)', 'Jaxon Smith-Njigba (age 24, $42.1M)', ""Ja'Marr Chase (age 26, $40.2M)""]","17 comps at WR, age 22.0-28.0"
Kayshon Boutte,WR,Patriots,UFA,55.5,25.0,1006816.0,187264.0,NE,WR,kayshon-boutte,20.0,26.0,22.8,17,"['Jameson Williams (age 25, $26.7M)', 'Drake London (age 26, $5.4M)', 'Jaxon Smith-Njigba (age 24, $42.1M)', ""Ja'Marr Chase (age 26, $40.2M)""]","17 comps at WR, age 22.0-28.0"
Tanner McKee,QB,Eagles,UFA,8.4,27.0,1006630.0,186520.0,PHI,QB,tanner-mckee,41.0,44.0,42.2,10,"['Justin Fields (age 28, $11.0M)', 'Trevor Lawrence (age 27, $55.0M)', 'Brock Purdy (age 27, $53.0M)', 'Jordan Love (age 28, $55.0M)']","10 comps at QB, age 24.0-30.0"
